id,tx_datetime,tx_type,tx_amount,bal_after_tx,tx_qty,account_no,stock_code
171,2024-05-31,매수,1748700.0,83723646,87,53645403-00,80.0
172,2024-03-08,매수,3952000.0,335591,40,630-07-547492,399720.0
173,2024-03-27,매수,7981500.0,70937331,85,8116-5787,33780.0
174,2024-03-28,매수,4445550.0,88573657,89,84753446-40,20150.0
175,2024-05-23,매수,4888000.0,37710099,26,064–3998–8126-6,90430.0
176,2024-04-05,매수,1157400.0,25143364,18,503-26-176979,36830.0
177,2024-04-24,매수,719200.0,3112688,4,988718-074278,660.0
178,2024-04-12,매수,4204800.0,69881209,72,69907736-32,8770.0
179,2024-03-11,매수,11320000.0,49086128,100,26638587-087,329180.0
180,2024-05-22,매수,64400.0,77050773,8,86532979-13,3690.0
181,2024-04-30,매수,2762100.0,92146189,81,06275886-03,47920.0
182,2024-03-20,매수,5118000.0,45302020,12,315-75-909111,5490.0
183,2024-01-29,매수,238400.0,64466294,2,84014318-87,5387.0
184,2024-04-19,매수,641550.0,85568457,21,986-27-660389,393890.0
185,2024-05-20,매수,5897600.0,10454997,97,565–9049–7951-6,9240.0
186,2024-02-21,매수,453420.0,83464692,33,707–5647–4984-8,24110.0
187,2024-02-08,매수,697200.0,40740250,14,54986895-890,12510.0
188,2024-04-23,매수,14184000.0,84489977,36,3709-6175,4370.0
189,2024-06-05,매수,147750.0,815990,30,94912359-080,1740.0
190,2024-02-15,매수,1104400.0,5663464,44,2075-4004,293490.0
191,2024-03-13,매수,4668600.0,9872908,31,732–4973–2079-3,307950.0
192,2024-03-13,매수,3093200.0,91728140,44,5528-8893,402340.0
193,2024-03-22,매수,19778000.0,85275388,44,3215-6393,51910.0
194,2024-03-29,매수,1107600.0,47373279,12,33160982-830,32830.0
195,2024-01-24,매수,3442500.0,21362316,85,1061-1433,213420.0
196,2024-02-13,매수,3824700.0,60846724,57,436–4521–1695-4,10120.0
197,2024-03-21,매수,1436000.0,59919279,20,2379-0090,141080.0
198,2024-05-21,매수,1484100.0,31820236,51,497-79-481818,56190.0
199,2024-04-11,매수,15740.0,634722,2,401324-939797,3690.0
200,2024-03-29,매수,329840.0,28757256,56,848–3158–5548-0,73240.0
201,2024-04-05,매수,8100000.0,46552265,27,375–0690–9868-9,810.0
202,2024-03-18,매수,5002900.0,98032431,49,5354-7736,65350.0
203,2024-04-17,매수,13552400.0,69281564,68,6545-3013,145020.0
204,2024-04-05,매수,12452500.0,43350927,85,86392216-60,5387.0
205,2024-04-04,매수,2575200.0,66733309,74,458-66-048596,375500.0
206,2024-01-04,매수,2883500.0,98803740,73,700–4796–6416-1,103140.0
207,2024-03-08,매수,8085000.0,37424409,50,948880-122494,18260.0
208,2024-03-28,매수,2548000.0,81695526,7,03733449-05,457190.0
209,2024-03-25,매수,2004000.0,25860470,40,5601-4717,69960.0
210,2024-01-05,매수,3497400.0,60295581,58,892–0797–0578-8,11210.0
211,2024-01-17,매수,6566700.0,63475528,53,707–5647–4984-8,11170.0
212,2024-01-19,매수,1845250.0,76455705,55,379838-972893,36930.0
213,2024-04-29,매수,1849500.0,74939195,45,022–0704–3376-7,22100.0
214,2024-02-07,매수,2708000.0,56267934,80,948880-122494,720.0
215,2024-03-11,매수,392760.0,21757526,36,033600-280125,34220.0
216,2024-02-05,매수,290020.0,15829917,34,095–0423–7275-8,6800.0
217,2024-02-21,매수,2730000.0,11220138,42,119-35-022940,302440.0
218,2024-04-25,매수,24853000.0,10049459,58,281–0077–4181-9,7310.0
219,2024-01-12,매수,1162800.0,32054278,24,4008-2360,402340.0
220,2024-06-10,매수,1026000.0,247861,15,932912-751043,71050.0
221,2024-01-12,매수,7663000.0,50279289,97,2075-4004,5830.0
222,2024-05-02,매수,458800.0,26980261,37,84714210-94,5940.0
223,2024-01-16,매수,373200.0,61754221,4,262-31-023366,454910.0
224,2024-02-08,매수,62000.0,12158926,1,230302-025525,21240.0
225,2024-01-03,매수,10555500.0,63533254,93,147-46-926332,9540.0
226,2024-02-16,매수,1011780.0,49230778,66,24315858-488,6360.0
227,2024-05-17,매수,828200.0,25749762,41,353322-860832,80.0
228,2024-02-02,매수,6807600.0,7426889,93,927-04-287479,35760.0
229,2024-03-14,매수,2527800.0,19509023,22,358-46-409260,69620.0
230,2024-01-23,매수,4054100.0,53318363,71,879-08-306270,251270.0
231,2024-03-05,매수,4031500.0,31918699,11,348-99-410115,6400.0
232,2024-05-29,매수,1064900.0,47831477,23,018475-885599,2710.0
233,2024-04-01,매수,3170000.0,84430360,5,205–5331–1785-9,86520.0
234,2024-06-07,매수,3520000.0,61243945,80,111-73-976946,257720.0
235,2024-02-29,매수,5046400.0,12631126,83,31496684-203,328130.0
236,2024-03-25,매수,595800.0,2695275,18,440–2737–3732-9,1450.0
237,2024-01-29,매수,902000.0,21006983,5,5354-7736,457190.0
238,2024-04-04,매수,715950.0,85169749,43,505–9870–6272-5,240.0
239,2024-04-01,매수,4805200.0,19598137,82,6784-3729,2710.0
240,2024-02-28,매수,1129200.0,14076801,12,046–3316–3135-9,326030.0
241,2024-05-27,매수,256355.0,19193492,79,8007-0722,400.0
242,2024-03-20,매수,108240.0,1532291,8,14599064-157,34230.0
243,2024-03-25,매수,9030000.0,19357463,35,80596785-262,12330.0
244,2024-01-23,매수,3050400.0,75151620,93,99686668-30,240810.0
245,2024-01-25,매수,2203200.0,41794039,68,288-96-565351,214150.0
246,2024-04-30,매수,6621500.0,19960242,95,244-35-325816,23530.0
247,2024-04-19,매수,442800.0,11886873,9,02850175-08,47810.0
248,2024-05-27,매수,5556600.0,74738107,98,213-03-283421,302440.0
249,2024-01-23,매수,720900.0,96140506,18,542-24-809860,17800.0
250,2024-04-17,매수,2486250.0,99026084,51,935–1451–2545-4,161890.0
251,2024-01-30,매수,897180.0,81901559,57,250–3976–7745-2,240.0
252,2024-04-17,매수,1497600.0,33529116,64,2650-3802,353200.0
253,2024-03-26,매수,7293000.0,87074205,17,056–1027–4474-3,5490.0
254,2024-04-29,매수,1199000.0,38093795,22,500931-051536,84370.0
255,2024-05-21,매수,15888400.0,82228743,92,65234069-61,277810.0
256,2024-01-24,매수,1695600.0,66830293,36,069-66-726397,253450.0
257,2024-02-15,매수,12085200.0,64035115,81,892–0797–0578-8,5385.0
258,2024-03-05,매수,1401000.0,35446629,60,97811986-10,293490.0
259,2024-03-06,매수,1166400.0,30488775,8,37563387-11,307950.0
260,2024-02-15,매수,427890.0,92899089,51,55176786-814,6800.0
261,2024-04-23,매수,233800.0,25313566,2,060900-438114,121600.0
262,2024-02-29,매수,6363000.0,95177529,90,234383-793053,267250.0
263,2024-06-04,매수,8760.0,15228803,2,93232136-295,28670.0
264,2024-05-09,매수,4746000.0,40247006,60,83008780-767,3550.0
265,2024-04-18,매수,15392300.0,95242962,77,863-96-651283,145020.0
266,2024-02-20,매수,4872000.0,52075557,16,08376139-511,3670.0
267,2024-05-08,매수,1498500.0,61158678,27,2379-0090,210.0
268,2024-04-09,매수,3304600.0,83051856,82,611540-208606,17800.0
269,2024-04-12,매수,11754000.0,69319922,90,022–0704–3376-7,192820.0
270,2024-05-14,매수,4835100.0,81263867,71,0654-8904,52690.0
271,2024-03-13,매수,4968000.0,9572589,54,080-88-861218,1040.0
272,2024-04-03,매수,2660000.0,70876372,95,080-87-212275,89860.0
273,2024-04-24,매수,1543500.0,69821615,45,588535-764609,51600.0
274,2024-03-25,매수,1734000.0,7710368,30,386160-657670,11210.0
275,2024-05-08,매수,2136000.0,46257758,12,244-35-325816,660.0
276,2024-01-24,매수,2881200.0,46658481,84,23906952-43,417200.0
277,2024-05-29,매수,2697700.0,89834786,53,14322092-49,328130.0
278,2024-02-16,매수,4446000.0,67922684,38,350–8719–3147-6,65350.0
279,2024-04-03,매수,642240.0,70648159,36,4895-5581,67630.0
280,2024-04-23,매수,1000800.0,31452497,48,858-09-172815,214370.0
281,2024-04-03,매수,5846400.0,63809619,63,20264304-812,32830.0
282,2024-05-21,매수,1299350.0,75345465,65,3798-8817,15760.0
283,2024-02-26,매수,870000.0,25078806,4,355587-824737,259960.0
284,2024-04-12,매수,9424500.0,975086,61,2534-3021,18670.0
285,2024-01-19,매수,220000.0,13008328,1,700–7083–6061-5,352820.0
286,2024-01-02,매수,2833200.0,54103105,72,281–0077–4181-9,55550.0
287,2024-05-02,매수,12240000.0,78337465,51,565010-766640,39030.0
288,2024-05-07,매수,811800.0,85548588,82,095–0423–7275-8,32640.0
289,2024-01-12,매수,1113600.0,69066198,12,21972261-77,1040.0
290,2024-01-26,매수,874000.0,53243868,19,19115633-608,9240.0
291,2024-05-21,매수,15097500.0,44934520,45,27895971-919,278470.0
292,2024-04-11,매수,1150200.0,63636511,54,88110639-254,15760.0
293,2024-05-03,매수,2686500.0,9637885,45,230302-025525,180640.0
294,2024-01-04,매수,3076800.0,71197935,24,049–5923–0973-1,280360.0
295,2024-04-22,매수,6652000.0,66770711,40,89726362-05,196170.0
296,2024-01-17,매수,15047400.0,18814690,93,641-26-306904,145020.0
297,2024-03-18,매수,50000.0,41705928,8,29460992-82,1740.0
298,2024-01-18,매수,2426250.0,79244934,75,4546-5316,240810.0
299,2024-02-28,매수,1917300.0,58685227,42,980–3119–6218-8,377300.0
300,2024-04-30,매수,1504200.0,69844052,92,748–1450–6538-8,98460.0
301,2024-01-09,매수,36720000.0,8799450,85,833–2848–8054-7,6400.0
302,2024-01-04,매수,2374950.0,75787460,71,852-18-831177,5850.0
303,2024-01-08,매수,5849100.0,28421108,97,900–4924–0452-8,22100.0
304,2024-04-03,매수,885500.0,94623277,35,986-27-660389,28050.0
305,2024-04-05,매수,777000.0,80297374,50,420085-661975,35250.0
306,2024-05-27,매수,877200.0,21020951,24,80596785-262,6040.0
307,2024-03-11,매수,3557400.0,59857944,66,406–0108–6271-3,403870.0
308,2024-01-17,매수,288000.0,53228433,1,9310-2574,357780.0
309,2024-04-18,매수,5630000.0,74197116,100,21323484-639,4800.0
310,2024-02-15,매수,5972400.0,5799248,63,746673-394586,1570.0
311,2024-03-25,매수,1356300.0,23738227,33,874–2803–6164-0,47920.0
312,2024-02-14,매수,15084600.0,97401763,93,2353-2411,298040.0
313,2024-01-11,매수,532000.0,41988019,14,49695021-29,204320.0
314,2024-03-13,매수,3666300.0,41587123,33,767674-458974,329180.0
315,2024-02-21,매수,2316000.0,38668422,15,804–2598–2677-6,12450.0
316,2024-04-02,매수,3311100.0,79590104,78,544-39-489513,14820.0
317,2024-02-27,매수,3250800.0,23818073,72,346–2511–0236-0,253450.0
318,2024-04-01,매수,184275.0,56084652,65,23249341-35,88350.0
319,2024-02-07,매수,599250.0,91896041,17,14685876-823,1450.0
320,2024-01-22,매수,1328350.0,41112656,31,90542495-945,213420.0
321,2024-06-10,매수,151560.0,58242995,12,5354-7736,88980.0
322,2024-05-03,매수,10783500.0,71657119,79,277-26-535094,280360.0
323,2024-02-05,매수,1327200.0,74647587,21,26638587-087,4800.0
324,2024-05-02,매수,11570000.0,34252536,100,951-49-138188,6280.0
325,2024-03-07,매수,5711700.0,43159552,79,365–9198–0015-4,402340.0
326,2024-02-15,매수,875440.0,76033318,62,804–2598–2677-6,316140.0
327,2024-04-25,매수,8404200.0,61593136,46,402-27-380980,35420.0
328,2024-02-28,매수,910080.0,99806635,72,77104574-44,88980.0
329,2024-04-02,매수,873840.0,77170550,88,974-06-379210,32640.0
330,2024-01-19,매수,2738000.0,19437881,37,8480-7459,180640.0
331,2024-02-27,매수,1236300.0,33816104,26,025-70-234415,12510.0
332,2024-01-22,매수,1587200.0,84809029,32,20264304-812,2710.0
333,2024-06-10,매수,643200.0,86564042,16,9118-2233,403870.0
334,2024-04-04,매수,3523800.0,31045633,84,91631617-44,7660.0
335,2024-01-16,매수,130800.0,3714385,24,241-84-312030,1740.0
336,2024-01-04,매수,6305000.0,84041096,50,348-99-410115,79550.0
337,2024-02-02,매수,2589000.0,94202316,30,546539-300908,65350.0
338,2024-01-30,매수,337000.0,70332419,1,892–0797–0578-8,298050.0
339,2024-02-16,매수,4128600.0,93198682,84,077–9419–7196-5,111770.0
340,2024-02-28,매수,2150400.0,17176839,14,60693865-09,5385.0
341,2024-05-07,매수,3844800.0,3964089,48,315-75-909111,6110.0
342,2024-04-03,매수,34380.0,82148955,3,5744-0125,5940.0
343,2024-01-25,매수,755500.0,63131986,50,8941-2601,35250.0
344,2024-03-18,매수,4385200.0,50829606,76,11065997-06,4800.0
345,2024-05-22,매수,1876000.0,35182621,8,06495874-88,11070.0
346,2024-02-28,매수,392980.0,21409698,49,34959038-313,10140.0
347,2024-01-19,매수,6600000.0,65918189,60,07829656-64,5387.0
348,2024-01-05,매수,3332000.0,48050625,85,168-17-097458,9420.0
349,2024-03-21,매수,2192500.0,26135311,25,542-24-809860,95340.0
350,2024-02-15,매수,6196500.0,36567865,51,658–1202–9184-8,67160.0
351,2024-01-12,매수,6779600.0,84432218,68,20264304-812,1570.0
352,2024-03-12,매수,1130000.0,89376978,25,5575-7467,253450.0
353,2024-05-27,매수,5046300.0,23444755,81,60693865-09,86790.0
354,2024-02-05,매수,2459200.0,89218968,29,336-39-353073,6110.0
355,2024-04-01,매수,1953600.0,36120400,37,458-66-048596,47050.0
356,2024-05-28,매수,890400.0,32375109,42,06141965-589,96530.0
357,2024-04-03,매수,5596500.0,29900937,91,11158880-932,285130.0
358,2024-06-05,매수,98385.0,88264988,21,957–3012–5720-7,395400.0
359,2024-04-29,매수,951600.0,26586786,13,855961-203492,10950.0
360,2024-05-17,매수,1960800.0,4660306,43,901–1073–0397-9,253450.0
361,2024-05-03,매수,2523150.0,72504613,81,4756-7903,39200.0
362,2024-04-05,매수,7709000.0,9256060,65,7101-6501,10120.0
363,2024-04-22,매수,111300.0,97857134,30,3595-1573,47040.0
364,2024-02-23,매수,1575000.0,35984319,25,2924-0909,251270.0
365,2024-06-10,매수,639800.0,20158337,28,3215-6393,353200.0
366,2024-01-25,매수,1665000.0,66308393,75,9825-9471,42660.0
367,2024-06-03,매수,970000.0,7953397,20,110-23-630835,214150.0
368,2024-01-30,매수,5582500.0,40162666,77,103–0770–3122-9,180640.0
369,2024-06-07,매수,399000.0,76546065,57,40405218-76,3410.0
370,2024-06-04,매수,12150000.0,36432317,27,73343563-058,4370.0
371,2024-03-05,매수,4679500.0,24154903,98,982313-924393,4000.0
372,2024-01-22,매수,14784000.0,27748934,84,01097423-71,277810.0
373,2024-01-22,매수,34224000.0,29733450,92,365–9198–0015-4,373220.0
374,2024-04-08,매수,864500.0,15207300,26,357–9954–1972-4,89030.0
375,2024-05-13,매수,2033200.0,25808500,34,310–7609–5128-8,302440.0
376,2024-01-17,매수,834600.0,34106815,39,287–6687–6121-4,42660.0
377,2024-02-15,매수,3245200.0,16930253,38,85005738-24,326030.0
378,2024-02-29,매수,2189600.0,13773237,28,265905-985777,41510.0
379,2024-03-15,매수,3105000.0,33712467,90,244–3731–9546-1,720.0
380,2024-02-13,매수,17625000.0,47697290,94,831334-983196,68270.0
381,2024-01-08,매수,3907100.0,78023793,89,99686668-30,195940.0
382,2024-06-05,매수,12553100.0,54064571,79,6145-7411,280360.0
383,2024-02-15,매수,197100.0,72575050,6,547-96-990197,5420.0
384,2024-01-17,매수,2201000.0,54251716,31,565010-766640,5930.0
385,2024-03-12,매수,7419500.0,9172956,55,49801424-34,11780.0
386,2024-06-03,매수,2850000.0,22233124,38,92917054-10,100.0
387,2024-02-22,매수,251770.0,38656807,17,3215-6393,67630.0
388,2024-06-10,매수,1278550.0,57284729,91,535175-006138,34230.0
389,2024-04-29,매수,9576000.0,12657002,56,0069-0207,79550.0
390,2024-05-28,매수,3406000.0,80639585,52,17038329-23,383220.0
